"complete_name","identifiers","h_index","initials","surname","indexed_name","id","given_name","eid","affiliation_current","affiliation_history","list_eids_documents","subject_areas","orcid","publication_range","citation_count","cited_by_count","document_count","coauthor_count"
"ANDRÉ LAURINDO MAITELLI","['6602549353']","9","A.L.","Maitelli","Maitelli A.","6602549353","A. L.","9-s2.0-6602549353","({'id': '104204807', 'affiliation': 'Department of Computer Engineering and Automation', 'country': 'Brazil'},)","({'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': '60023857', 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': '106796471', 'affiliation': 'Federal University', 'country': 'Brazil'}, {'id': '113279698', 'affiliation': 'Federal University of the Rio Grande do Norte', 'country': 'Brazil'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': '60021657', 'affiliation': 'Instituto Tecnologico de Aeronautica', 'country': 'Brazil'})","['2-s2.0-84926465006', '2-s2.0-78649682532', '2-s2.0-85014158174', '2-s2.0-84960396455', '2-s2.0-85137544984', '2-s2.0-84960415380', '2-s2.0-85075750586', '2-s2.0-84964319591', '2-s2.0-85044667866', '2-s2.0-16244411154', '2-s2.0-85029717168', '2-s2.0-0031147006', '2-s2.0-0032683584', '2-s2.0-85010046615', '2-s2.0-80053555097', '2-s2.0-0036444595', '2-s2.0-11244262467', '2-s2.0-77951524090', '2-s2.0-67649958916', '2-s2.0-77649287429', '2-s2.0-78650344217', '2-s2.0-85091107482', '2-s2.0-85067366923', '2-s2.0-85056574781', '2-s2.0-85028053131', '2-s2.0-85108957027', '2-s2.0-84861921923', '2-s2.0-52949094608', '2-s2.0-85062323680', '2-s2.0-84923842632', '2-s2.0-84893258078', '2-s2.0-0028467679', '2-s2.0-84937855850', '2-s2.0-84960330010', '2-s2.0-84910030156', '2-s2.0-85099791677', '2-s2.0-85061533146', '2-s2.0-85044633711', '2-s2.0-50249155988', '2-s2.0-84945534964', '2-s2.0-84941567215', '2-s2.0-78650813587', '2-s2.0-74549225630', '2-s2.0-85105484753', '2-s2.0-84856527672', '2-s2.0-85062782860', '2-s2.0-85075740106', '2-s2.0-85148866212', '2-s2.0-84929456932', '2-s2.0-77949954862', '2-s2.0-79961019310', '2-s2.0-0031172637', '2-s2.0-0028744936', '2-s2.0-84856039382', '2-s2.0-84973138204', '2-s2.0-33847701187', '2-s2.0-85032639930', '2-s2.0-84943546553', '2-s2.0-85114596194', '2-s2.0-85083766194', '2-s2.0-85073211574', '2-s2.0-85061559747', '2-s2.0-85045621953', '2-s2.0-79952568160', '2-s2.0-85053682407', '2-s2.0-85070454894', '2-s2.0-84856529571']","({'area': 'Fluid Flow and Transfer Processes', 'code': '1507', 'abbrev': 'CENG'}, {'area': 'Computer Networks and Communications', 'code': '1705', 'abbrev': 'COMP'}, {'area': 'Ocean Engineering', 'code': '2212', 'abbrev': 'ENGI'}, {'area': 'Instrumentation', 'code': '3105', 'abbrev': 'PHYS'}, {'area': 'Aerospace Engineering', 'code': '2202', 'abbrev': 'ENGI'}, {'area': 'Electronic, Optical and Magnetic Materials', 'code': '2504', 'abbrev': 'MATE'}, {'area': 'Chemical Engineering (all)', 'code': '1500', 'abbrev': 'CENG'}, {'area': 'Computer Science (all)', 'code': '1700', 'abbrev': 'COMP'}, {'area': 'Electrical and Electronic Engineering', 'code': '2208', 'abbrev': 'ENGI'}, {'area': 'Atomic and Molecular Physics, and Optics', 'code': '3107', 'abbrev': 'PHYS'}, {'area': 'Fuel Technology', 'code': '2103', 'abbrev': 'ENER'}, {'area': 'Industrial and Manufacturing Engineering', 'code': '2209', 'abbrev': 'ENGI'}, {'area': 'Information Systems', 'code': '1710', 'abbrev': 'COMP'}, {'area': 'Biomedical Engineering', 'code': '2204', 'abbrev': 'ENGI'}, {'area': 'Renewable Energy, Sustainability and the Environment', 'code': '2105', 'abbrev': 'ENER'}, {'area': 'Geochemistry and Petrology', 'code': '1906', 'abbrev': 'EART'}, {'area': 'Mathematics (all)', 'code': '2600', 'abbrev': 'MATH'}, {'area': 'Computer Science Applications', 'code': '1706', 'abbrev': 'COMP'}, {'area': 'Materials Science (miscellaneous)', 'code': '2501', 'abbrev': 'MATE'}, {'area': 'Analytical Chemistry', 'code': '1602', 'abbrev': 'CHEM'}, {'area': 'Mechanics of Materials', 'code': '2211', 'abbrev': 'ENGI'}, {'area': 'Health Informatics', 'code': '2718', 'abbrev': 'MEDI'}, {'area': 'Control and Systems Engineering', 'code': '2207', 'abbrev': 'ENGI'}, {'area': 'Geotechnical Engineering and Engineering Geology', 'code': '1909', 'abbrev': 'EART'}, {'area': 'Safety, Risk, Reliability and Quality', 'code': '2213', 'abbrev': 'ENGI'}, {'area': 'Biochemistry', 'code': '1303', 'abbrev': 'BIOC'}, {'area': 'Signal Processing', 'code': '1711', 'abbrev': 'COMP'}, {'area': 'Energy Engineering and Power Technology', 'code': '2102', 'abbrev': 'ENER'}, {'area': 'Mathematics (miscellaneous)', 'code': '2601', 'abbrev': 'MATH'}, {'area': 'Computer Vision and Pattern Recognition', 'code': '1707', 'abbrev': 'COMP'}, {'area': 'Software', 'code': '1712', 'abbrev': 'COMP'}, {'area': 'Civil and Structural Engineering', 'code': '2205', 'abbrev': 'ENGI'}, {'area': 'Modeling and Simulation', 'code': '2611', 'abbrev': 'MATH'}, {'area': 'Control and Optimization', 'code': '2606', 'abbrev': 'MATH'}, {'area': 'Mechanical Engineering', 'code': '2210', 'abbrev': 'ENGI'}, {'area': 'Space and Planetary Science', 'code': '1912', 'abbrev': 'EART'}, {'area': 'Human-Computer Interaction', 'code': '1709', 'abbrev': 'COMP'}, {'area': 'Artificial Intelligence', 'code': '1702', 'abbrev': 'COMP'}, {'area': 'Engineering (all)', 'code': '2200', 'abbrev': 'ENGI'})","['0000-0001-6083-7425']","(1994, 2022)","249","232","67","106"
"ANDRES ORTIZ SALAZAR","['7102422753']","10","A.","Ortiz Salazar","Ortiz Salazar A.","7102422753","Andres","9-s2.0-7102422753","({'id': '104204807', 'affiliation': 'Department of Computer Engineering and Automation', 'country': 'Brazil'},)","({'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': '60023857', 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': '112659637', 'affiliation': 'Institute of Tropical Medicine of Rio Grande do Norte', 'country': 'Brazil'}, {'id': '60069354', 'affiliation': 'Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte (IFRN)', 'country': 'Brazil'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': 123300649, 'affiliation': 'UFRN-Campus Universitário Lagoa Nova', 'country': 'Brazil'}, {'id': 60055696, 'affiliation': 'Universidad Nacional de Colombia', 'country': 'Colombia'}, {'id': '60055696', 'affiliation': 'Universidad Nacional de Colombia', 'country': 'Colombia'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': 100465418, 'affiliation': 'Universidade Federal Do RN', 'country': 'Brazil'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': 60055696, 'affiliation': 'Universidad Nacional de Colombia', 'country': 'Colombia'}, {'id': 60055696, 'affiliation': 'Universidad Nacional de Colombia', 'country': 'Colombia'}, {'id': 105858380, 'affiliation': 'Universidade Federal', 'country': 'Brazil'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': 60159500, 'affiliation': 'Northern New Mexico College', 'country': 'United States'}, {'id': 60159500, 'affiliation': 'Northern New Mexico College', 'country': 'United States'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': '113279698', 'affiliation': 'Federal University of the Rio Grande do Norte', 'country': 'Brazil'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': '60001865', 'affiliation': 'Universidade Federal Fluminense', 'country': 'Brazil'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': 60071255, 'affiliation': 'Universidad Nacional de Ingenieria, Lima', 'country': 'Peru'}, {'id': 60000036, 'affiliation': 'Universidade Federal do Rio de Janeiro', 'country': 'Brazil'})","['2-s2.0-85099178594', '2-s2.0-85052759277', '2-s2.0-85077124210', '2-s2.0-85143773113', '2-s2.0-85050596229', '2-s2.0-85147091789', '2-s2.0-85010046615', '2-s2.0-11244262467', '2-s2.0-84942465822', '2-s2.0-84861752369', '2-s2.0-85075576948', '2-s2.0-78751509634', '2-s2.0-84867780137', '2-s2.0-84892631635', '2-s2.0-84939486025', '2-s2.0-85050608619', '2-s2.0-84929376448', '2-s2.0-85067261336', '2-s2.0-85070969990', '2-s2.0-19244371589', '2-s2.0-84986540252', '2-s2.0-85114197133', '2-s2.0-28444488950', '2-s2.0-84872928913', '2-s2.0-77951123894', '2-s2.0-84455182156', '2-s2.0-84966415390', '2-s2.0-85034951841', '2-s2.0-84455190107', '2-s2.0-85146143473', '2-s2.0-84856529530', '2-s2.0-84995467496', '2-s2.0-77955404509', '2-s2.0-85139944779', '2-s2.0-85125722776', '2-s2.0-85119169232', '2-s2.0-0035351675', '2-s2.0-84942436946', '2-s2.0-84949485249', '2-s2.0-85061533536', '2-s2.0-85050760174', '2-s2.0-84905675234', '2-s2.0-84905703117', '2-s2.0-27744502762', '2-s2.0-85065088368', '2-s2.0-85071250636', '2-s2.0-33847701187', '2-s2.0-85073377562', '2-s2.0-84995390480', '2-s2.0-84897825817', '2-s2.0-0025488750', '2-s2.0-85054822253', '2-s2.0-85125716976', '2-s2.0-84874868865', '2-s2.0-80053555097', '2-s2.0-77951524090', '2-s2.0-77649287429', '2-s2.0-85093843776', '2-s2.0-84949928133', '2-s2.0-85075342054', '2-s2.0-85073611958', '2-s2.0-84945534964', '2-s2.0-85116265596', '2-s2.0-77949954862', '2-s2.0-84973138204', '2-s2.0-0030232072', '2-s2.0-84929378501', '2-s2.0-70349184127', '2-s2.0-85029717168', '2-s2.0-0033733946', '2-s2.0-84947132829', '2-s2.0-85053682407', '2-s2.0-84978476736', '2-s2.0-85084929351', '2-s2.0-85095412605', '2-s2.0-85063937043', '2-s2.0-85114199972', '2-s2.0-85146149041', '2-s2.0-0032260409', '2-s2.0-84905675776', '2-s2.0-0036444595', '2-s2.0-0027698512', '2-s2.0-85015062368', '2-s2.0-85113159871', '2-s2.0-85125749035', '2-s2.0-85125707260', '2-s2.0-85129063474', '2-s2.0-77949975843', '2-s2.0-84857207168', '2-s2.0-84899415718', '2-s2.0-85038216544', '2-s2.0-84946686890', '2-s2.0-85061527868', '2-s2.0-85084930709', '2-s2.0-85072168477', '2-s2.0-85114202854', '2-s2.0-84915747354', '2-s2.0-27744601139', '2-s2.0-84994227142', '2-s2.0-84964318661', '2-s2.0-85084927735', '2-s2.0-85125710858', '2-s2.0-85116204474']","({'area': 'Information Systems and Management', 'code': '1802', 'abbrev': 'DECI'}, {'area': 'Mechanical Engineering', 'code': '2210', 'abbrev': 'ENGI'}, {'area': 'Hardware and Architecture', 'code': '1708', 'abbrev': 'COMP'}, {'area': 'Energy Engineering and Power Technology', 'code': '2102', 'abbrev': 'ENER'}, {'area': 'Chemical Engineering (all)', 'code': '1500', 'abbrev': 'CENG'}, {'area': 'Physics and Astronomy (all)', 'code': '3100', 'abbrev': 'PHYS'}, {'area': 'Engineering (all)', 'code': '2200', 'abbrev': 'ENGI'}, {'area': 'Fluid Flow and Transfer Processes', 'code': '1507', 'abbrev': 'CENG'}, {'area': 'Ocean Engineering', 'code': '2212', 'abbrev': 'ENGI'}, {'area': 'Control and Optimization', 'code': '2606', 'abbrev': 'MATH'}, {'area': 'Energy (miscellaneous)', 'code': '2101', 'abbrev': 'ENER'}, {'area': 'Electronic, Optical and Magnetic Materials', 'code': '2504', 'abbrev': 'MATE'}, {'area': 'Instrumentation', 'code': '3105', 'abbrev': 'PHYS'}, {'area': 'Materials Science (all)', 'code': '2500', 'abbrev': 'MATE'}, {'area': 'Computer Networks and Communications', 'code': '1705', 'abbrev': 'COMP'}, {'area': 'Safety, Risk, Reliability and Quality', 'code': '2213', 'abbrev': 'ENGI'}, {'area': 'Information Systems', 'code': '1710', 'abbrev': 'COMP'}, {'area': 'Electrical and Electronic Engineering', 'code': '2208', 'abbrev': 'ENGI'}, {'area': 'Atomic and Molecular Physics, and Optics', 'code': '3107', 'abbrev': 'PHYS'}, {'area': 'Chemical Health and Safety', 'code': '1504', 'abbrev': 'CENG'}, {'area': 'Building and Construction', 'code': '2215', 'abbrev': 'ENGI'}, {'area': 'Decision Sciences (miscellaneous)', 'code': '1801', 'abbrev': 'DECI'}, {'area': 'Computer Science (all)', 'code': '1700', 'abbrev': 'COMP'}, {'area': 'Modeling and Simulation', 'code': '2611', 'abbrev': 'MATH'}, {'area': 'Energy (all)', 'code': '2100', 'abbrev': 'ENER'}, {'area': 'Artificial Intelligence', 'code': '1702', 'abbrev': 'COMP'}, {'area': 'Health Informatics', 'code': '2718', 'abbrev': 'MEDI'}, {'area': 'Chemical Engineering (miscellaneous)', 'code': '1501', 'abbrev': 'CENG'}, {'area': 'Chemistry (all)', 'code': '1600', 'abbrev': 'CHEM'}, {'area': 'Renewable Energy, Sustainability and the Environment', 'code': '2105', 'abbrev': 'ENER'}, {'area': 'Engineering (miscellaneous)', 'code': '2201', 'abbrev': 'ENGI'}, {'area': 'Fuel Technology', 'code': '2103', 'abbrev': 'ENER'}, {'area': 'Signal Processing', 'code': '1711', 'abbrev': 'COMP'}, {'area': 'Safety Research', 'code': '3311', 'abbrev': 'SOCI'}, {'area': 'Control and Systems Engineering', 'code': '2207', 'abbrev': 'ENGI'}, {'area': 'Physics and Astronomy (miscellaneous)', 'code': '3101', 'abbrev': 'PHYS'}, {'area': 'Industrial and Manufacturing Engineering', 'code': '2209', 'abbrev': 'ENGI'}, {'area': 'Media Technology', 'code': '2214', 'abbrev': 'ENGI'}, {'area': 'Biochemistry', 'code': '1303', 'abbrev': 'BIOC'}, {'area': 'Surfaces, Coatings and Films', 'code': '2508', 'abbrev': 'MATE'}, {'area': 'Analytical Chemistry', 'code': '1602', 'abbrev': 'CHEM'}, {'area': 'Computer Science (miscellaneous)', 'code': '1701', 'abbrev': 'COMP'}, {'area': 'Agronomy and Crop Science', 'code': '1102', 'abbrev': 'AGRI'}, {'area': 'Computer Science Applications', 'code': '1706', 'abbrev': 'COMP'})","['0000-0001-5650-3668']","(1990, 2022)","417","354","103","154"
"CARLOS EDUARDO TRABUCO DOREA","['7004096252']","12","C.E.T.","Dórea","Dórea C.","7004096252","Carlos E.T.","9-s2.0-7004096252","({'id': '104204807', 'affiliation': 'Department of Computer Engineering and Automation', 'country': 'Brazil'},)","({'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': '60023857', 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': 60013710, 'affiliation': 'Universidade Federal da Bahia', 'country': 'Brazil'}, {'id': 60013710, 'affiliation': 'Universidade Federal da Bahia', 'country': 'Brazil'}, {'id': '60013710', 'affiliation': 'Universidade Federal da Bahia', 'country': 'Brazil'}, {'id': 60013710, 'affiliation': 'Universidade Federal da Bahia', 'country': 'Brazil'}, {'id': '60005830', 'affiliation': ""Laboratoire d'Analyse et d'Architecture des Systemes"", 'country': 'France'}, {'id': '60029570', 'affiliation': 'Universidade Estadual de Campinas', 'country': 'Brazil'})","['2-s2.0-85041585933', '2-s2.0-84994860431', '2-s2.0-0038516901', '2-s2.0-85145158759', '2-s2.0-85010288573', '2-s2.0-39649115832', '2-s2.0-85059945650', '2-s2.0-85073256060', '2-s2.0-79959812017', '2-s2.0-85146714898', '2-s2.0-85149886439', '2-s2.0-85077433502', '2-s2.0-84975784176', '2-s2.0-0029220042', '2-s2.0-0030661172', '2-s2.0-0029181185', '2-s2.0-0027335168', '2-s2.0-85051485091', '2-s2.0-84905714860', '2-s2.0-85073211574', '2-s2.0-84861734490', '2-s2.0-84860272911', '2-s2.0-85070454894', '2-s2.0-85055488809', '2-s2.0-77649277708', '2-s2.0-85056834023', '2-s2.0-84858966974', '2-s2.0-84921743603', '2-s2.0-85061091631', '2-s2.0-85142226717', '2-s2.0-85091289788', '2-s2.0-84949086774', '2-s2.0-0034444258', '2-s2.0-85032645296', '2-s2.0-85028950815', '2-s2.0-85111752721', '2-s2.0-0031388348', '2-s2.0-46449132077', '2-s2.0-0031257623', '2-s2.0-84887053051', '2-s2.0-85112561349', '2-s2.0-79952079930', '2-s2.0-2442640655', '2-s2.0-85142214386', '2-s2.0-85042744977', '2-s2.0-84871576206', '2-s2.0-0344339724', '2-s2.0-80052387276', '2-s2.0-85107648065', '2-s2.0-85062323680', '2-s2.0-85143121637', '2-s2.0-85061341658', '2-s2.0-84922927990', '2-s2.0-79960717964', '2-s2.0-0028758771', '2-s2.0-85147000234', '2-s2.0-34748823800', '2-s2.0-85033360254', '2-s2.0-84966480038', '2-s2.0-84980324154', '2-s2.0-84970046706', '2-s2.0-0030388198', '2-s2.0-85077979391', '2-s2.0-33847176188', '2-s2.0-52949083924', '2-s2.0-77950815375', '2-s2.0-85100267838', '2-s2.0-85117584408', '2-s2.0-85142295393', '2-s2.0-85147035743', '2-s2.0-85096091962', '2-s2.0-84893529954', '2-s2.0-84895921583', '2-s2.0-0030149342', '2-s2.0-85083766194', '2-s2.0-51349126913', '2-s2.0-0040318653']","({'area': 'Chemical Health and Safety', 'code': '1504', 'abbrev': 'CENG'}, {'area': 'Condensed Matter Physics', 'code': '3104', 'abbrev': 'PHYS'}, {'area': 'Economics, Econometrics and Finance (miscellaneous)', 'code': '2001', 'abbrev': 'ECON'}, {'area': 'Artificial Intelligence', 'code': '1702', 'abbrev': 'COMP'}, {'area': 'Mechanics of Materials', 'code': '2211', 'abbrev': 'ENGI'}, {'area': 'Human-Computer Interaction', 'code': '1709', 'abbrev': 'COMP'}, {'area': 'Mathematics (all)', 'code': '2600', 'abbrev': 'MATH'}, {'area': 'Decision Sciences (miscellaneous)', 'code': '1801', 'abbrev': 'DECI'}, {'area': 'Computer Vision and Pattern Recognition', 'code': '1707', 'abbrev': 'COMP'}, {'area': 'Biomedical Engineering', 'code': '2204', 'abbrev': 'ENGI'}, {'area': 'Software', 'code': '1712', 'abbrev': 'COMP'}, {'area': 'Aerospace Engineering', 'code': '2202', 'abbrev': 'ENGI'}, {'area': 'Process Chemistry and Technology', 'code': '1508', 'abbrev': 'CENG'}, {'area': 'Fuel Technology', 'code': '2103', 'abbrev': 'ENER'}, {'area': 'Signal Processing', 'code': '1711', 'abbrev': 'COMP'}, {'area': 'Industrial and Manufacturing Engineering', 'code': '2209', 'abbrev': 'ENGI'}, {'area': 'Engineering (all)', 'code': '2200', 'abbrev': 'ENGI'}, {'area': 'Education', 'code': '3304', 'abbrev': 'SOCI'}, {'area': 'Electronic, Optical and Magnetic Materials', 'code': '2504', 'abbrev': 'MATE'}, {'area': 'Management Science and Operations Research', 'code': '1803', 'abbrev': 'DECI'}, {'area': 'Geotechnical Engineering and Engineering Geology', 'code': '1909', 'abbrev': 'EART'}, {'area': 'Geophysics', 'code': '1908', 'abbrev': 'EART'}, {'area': 'Civil and Structural Engineering', 'code': '2205', 'abbrev': 'ENGI'}, {'area': 'Control and Optimization', 'code': '2606', 'abbrev': 'MATH'}, {'area': 'Electrical and Electronic Engineering', 'code': '2208', 'abbrev': 'ENGI'}, {'area': 'Computer Science Applications', 'code': '1706', 'abbrev': 'COMP'}, {'area': 'Mechanical Engineering', 'code': '2210', 'abbrev': 'ENGI'}, {'area': 'Information Systems and Management', 'code': '1802', 'abbrev': 'DECI'}, {'area': 'Social Sciences (miscellaneous)', 'code': '3301', 'abbrev': 'SOCI'}, {'area': 'Biotechnology', 'code': '1305', 'abbrev': 'BIOC'}, {'area': 'Computer Science (miscellaneous)', 'code': '1701', 'abbrev': 'COMP'}, {'area': 'Building and Construction', 'code': '2215', 'abbrev': 'ENGI'}, {'area': 'Modeling and Simulation', 'code': '2611', 'abbrev': 'MATH'}, {'area': 'Hardware and Architecture', 'code': '1708', 'abbrev': 'COMP'}, {'area': 'Automotive Engineering', 'code': '2203', 'abbrev': 'ENGI'}, {'area': 'Safety, Risk, Reliability and Quality', 'code': '2213', 'abbrev': 'ENGI'}, {'area': 'Urban Studies', 'code': '3322', 'abbrev': 'SOCI'}, {'area': 'Computer Science (all)', 'code': '1700', 'abbrev': 'COMP'}, {'area': 'Control and Systems Engineering', 'code': '2207', 'abbrev': 'ENGI'}, {'area': 'Materials Science (all)', 'code': '2500', 'abbrev': 'MATE'}, {'area': 'Acoustics and Ultrasonics', 'code': '3102', 'abbrev': 'PHYS'}, {'area': 'Theoretical Computer Science', 'code': '2614', 'abbrev': 'MATH'}, {'area': 'Energy Engineering and Power Technology', 'code': '2102', 'abbrev': 'ENER'}, {'area': 'Instrumentation', 'code': '3105', 'abbrev': 'PHYS'}, {'area': 'Applied Mathematics', 'code': '2604', 'abbrev': 'MATH'}, {'area': 'Computer Networks and Communications', 'code': '1705', 'abbrev': 'COMP'}, {'area': 'Fluid Flow and Transfer Processes', 'code': '1507', 'abbrev': 'CENG'})","['0000-0002-3999-2874']","(1993, 2023)","673","564","77","86"
"DIOMADSON RODRIGUES BELFORT","['24775112000']","4","D.R.","Belfort","Belfort D.","24775112000","Diomadson R.","9-s2.0-24775112000","({'id': '113930509', 'affiliation': 'Department of Electrical Engineering', 'country': 'Brazil'},)","({'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': '60023857', 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': '60112307', 'affiliation': ""Laboratoire d'Informatique de Paris 6"", 'country': 'France'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': 60023857, 'affiliation': 'Universidade Federal do Rio Grande do Norte', 'country': 'Brazil'}, {'id': '60015786', 'affiliation': 'Universidade Federal do Maranhao', 'country': 'Brazil'})","['2-s2.0-51349126225', '2-s2.0-85014077400', '2-s2.0-84904569766', '2-s2.0-85074387977', '2-s2.0-84982854630', '2-s2.0-85078701941', '2-s2.0-84957638090', '2-s2.0-84995482242', '2-s2.0-84964808830', '2-s2.0-85041218009', '2-s2.0-85141578049', '2-s2.0-85152430937', '2-s2.0-85045027045', '2-s2.0-85027926770', '2-s2.0-85059934482', '2-s2.0-85131719029', '2-s2.0-84962323983', '2-s2.0-84905674447', '2-s2.0-85117510177', '2-s2.0-85051399800', '2-s2.0-84938848058', '2-s2.0-85142721790']","({'area': 'Computer Networks and Communications', 'code': '1705', 'abbrev': 'COMP'}, {'area': 'Materials Chemistry', 'code': '2505', 'abbrev': 'MATE'}, {'area': 'Control and Systems Engineering', 'code': '2207', 'abbrev': 'ENGI'}, {'area': 'Electronic, Optical and Magnetic Materials', 'code': '2504', 'abbrev': 'MATE'}, {'area': 'Instrumentation', 'code': '3105', 'abbrev': 'PHYS'}, {'area': 'Condensed Matter Physics', 'code': '3104', 'abbrev': 'PHYS'}, {'area': 'Electrical and Electronic Engineering', 'code': '2208', 'abbrev': 'ENGI'}, {'area': 'Hardware and Architecture', 'code': '1708', 'abbrev': 'COMP'}, {'area': 'Surfaces and Interfaces', 'code': '3110', 'abbrev': 'PHYS'}, {'area': 'Surfaces, Coatings and Films', 'code': '2508', 'abbrev': 'MATE'}, {'area': 'Analytical Chemistry', 'code': '1602', 'abbrev': 'CHEM'}, {'area': 'Atomic and Molecular Physics, and Optics', 'code': '3107', 'abbrev': 'PHYS'}, {'area': 'Signal Processing', 'code': '1711', 'abbrev': 'COMP'}, {'area': 'Biochemistry', 'code': '1303', 'abbrev': 'BIOC'}, {'area': 'Information Systems', 'code': '1710', 'abbrev': 'COMP'})","['0000-0001-5722-7394']","(2008, 2023)","52","47","22","44"
