Scopus Author Ids,Authors
 57189465559,"[' Souza, E.A.M.', ' Souza, E.A.M.', ' Souza, E.A.M.', ' Souza, E.A.M.']"
 57189469212,"[' Filgueira, J.D.B.']"
 57190005806,"[' Bezerra Brandao, G.', ' Bezerra Brandao, G.']"
 57190426813,"[' Guimarães, J.P.F.', ' Guimarães, J.P.F.', ' Guimarães, J.P.F.', ' Guimarães, J.P.F.']"
 57190606005,"[' dos Santos, D.H.', ' dos Santos, D.H.', ' dos Santos, D.H.', ' dos Santos, D.H.', ' dos Santos, D.H.', ' dos Santos, D.H.', ' Santos, D.H.', ' Santos, D.H.', ' Santos, D.H.', ' Santos, D.H.', ' Santos, D.H.', ' Santos, D.H.', ' Dos Santos, D.H.', ' Dos Santos, D.H.', ' Dos Santos, D.H.', ' Dos Santos, D.H.', ' Dos Santos, D.H.', ' Dos Santos, D.H.', ' Dos Santos, D.H.', ' Dos Santos, D.H.', ' Dos Santos, D.H.', ' Dos Santos, D.H.', ' Dos Santos, D.H.', ' Dos Santos, D.H.', ' Santos, D.H.', ' Santos, D.H.', ' Santos, D.H.', ' Santos, D.H.']"
 57190606220,"[' De Souza Silva, J.M.V.B.', ' De Souza Silva, J.M.V.B.', ' De Souza Silva, J.M.V.B.', ' De Souza Silva, J.M.V.B.', ' De Souza Silva, J.M.V.B.', ' De Souza Silva, J.M.V.B.']"
 57190606938,"[' Álvarez Jácobo, J.E.', ' Álvarez Jácobo, J.E.', ' Álvarez Jácobo, J.E.', ' Álvarez Jácobo, J.E.', ' Álvarez Jácobo, J.E.', ' Álvarez Jácobo, J.E.', ' Alvarez-Jácobo, J.E.', ' Alvarez-Jácobo, J.E.', ' Alvarez-Jácobo, J.E.', ' Alvarez-Jácobo, J.E.']"
 57190608444,"[' da Silva Junior, A.G.', ' da Silva Junior, A.G.', ' da Silva Junior, A.G.', ' da Silva Junior, A.G.', ' da Silva Junior, A.G.', ' da Silva Junior, A.G.']"
 57190608715,"[' De Lima Sa, S.T.', ' De Lima Sa, S.T.', ' De Lima Sa, S.T.', ' De Lima Sa, S.T.', ' De Lima Sa, S.T.', ' De Lima Sa, S.T.']"
 57190686691,"[' Dhimish, M.', ' Dhimish, M.', ' Dhimish, M.', ' Dhimish, M.', ' Dhimish, M.', ' Dhimish, M.', ' Dhimish, M.', ' Dhimish, M.', ' Dhimish, M.', ' Dhimish, M.', ' Dhimish, M.']"
 57191055730,"[' Silva, F.C.', ' Silva, F.C.', ' Silva, F.C.']"
 57191645768,"[' Åhlund, C.', ' Åhlund, C.', ' Åhlund, C.', ' Åhlund, C.', ' Åhlund, C.', ' Åhlund, C.', ' Ahlund, C.', ' Ahlund, C.', ' Ahlund, C.', ' Ahlund, C.']"
 57191831549,"[' Filho, A.C.A.', ' Filho, A.C.A.', ' Filho, A.C.A.']"
 57192149097,"[' Sanca, H.S.']"
 57192713442,"[' Junior, A.G.S.', ' Junior, A.G.S.', ' Junior, A.G.S.', ' Júnior, A.G.S.', ' Júnior, A.G.S.', ' Júnior, A.G.S.', ' Silva, A.G.', ' Silva, A.G.', ' Silva, A.G.', ' Silva, A.G.']"
 57192920994,"[' Signoretti, G.', ' Signoretti, G.', ' Signoretti, G.', ' Signoretti, G.', ' Signoretti, G.', ' Signoretti, G.', ' Signoretti, G.', ' Signoretti, G.', ' Signoretti, G.', ' Signoretti, G.']"
 57193007878,"[' Rosati, P.', ' Rosati, P.', ' Rosati, P.', ' Rosati, P.']"
 57193013593,"[' Guerin, J.M.', ' Guerin, J.M.', ' Guerin, J.M.']"
 57193072369,"[' Farias, J.L.C.B.', ' Farias, J.L.C.B.', ' Farias, J.L.C.B.', ' Farias, J.L.C.B.']"
 57193213938,"[' Neves, W.L.A.', ' Neves, W.L.A.']"
 57193255028,"[' Metz, S.D.', ' Metz, S.D.', ' Metz, S.D.', ' Metz, S.D.', ' Metz, S.D.']"
 57193607830,"[' Sá, S.T.', ' Sá, S.T.']"
 57193685697,"[' Otto, S.', ' Otto, S.', ' Otto, S.', ' Otto, S.', ' Otto, S.']"
 57193753398,"[' Oliveira, P.S.']"
 57193787591,"[' Popp, J.', ' Popp, J.', ' Popp, J.', ' Popp, J.', ' Popp, J.', ' Popp, J.', ' Popp, J.', ' Popp, J.']"
 57193878119,"[' Melo, V.D.D.L.', ' Melo, V.D.D.L.', ' Melo, V.D.D.L.', ' Melo, V.D.D.L.', ' Melo, V.D.D.L.']"
 57193949292,"[' Lucio De Araujo Ribeiro, R.', ' Lucio De Araujo Ribeiro, R.']"
 57194048651,"[' Dos Santos, L.P.', ' Dos Santos, L.P.', ' Dos Santos, L.P.']"
 57194409673,"[' Alves, W.S.', ' Alves, W.S.', ' Alves, W.S.', ' Alves, W.S.']"
 57194410712,"[' Costa, L.F.V.T.', ' Costa, L.F.V.T.', ' Costa, L.F.V.T.', ' Costa, L.F.V.T.']"
 57194472824,"[' Junior, L.G.Q.S.']"
 57194772911,"[' de Holanda, S.M.', ' de Holanda, S.M.', ' de Holanda, S.M.', ' de Holanda, S.M.']"
 57195277194,"[' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.', ' Ferrari, P.']"
 57195289252,"[' Alves, C.L.G.D.S.', ' Alves, C.L.G.D.S.', ' Alves, C.L.G.D.S.']"
 57195314921,"[' Torquato, M.F.', ' Torquato, M.F.', ' Torquato, M.F.', ' Torquato, M.F.', ' Torquato, M.F.', ' Torquato, M.F.', ' Torquato, M.F.', ' Torquato, M.F.', ' Torquato, M.F.', ' Torquato, M.F.', ' Torquato, M.F.', ' Torquato, M.F.', ' Torquato, M.F.', ' Torquato, M.F.', ' Torquato, M.F.', ' Torquato, M.F.', ' Torquato, M.F.', ' Torquato, M.F.', ' Torquato, M.F.', ' Torquato, M.F.', ' Torquato, M.F.', ' Torquato, M.F.', ' Torquato, M.F.']"
 57195577525,"[' Pereira, I.G.', ' Pereira, I.G.']"
 57195733388,"[' Freitas, V.C.G.', ' Freitas, V.C.G.', ' Freitas, V.C.G.', ' Freitas, V.C.G.', ' Freitas, V.C.G.', ' Freitas, V.C.G.']"
 57195960665,"[' Santos, G.L.', ' Santos, G.L.', ' Santos, G.L.', ' Santos, G.L.']"
 57196076689,"[' Cantanhede, G.M.']"
 57196083051,"[' De Oliveira, M.M.M.']"
 57196319457,"[' Da Silva Burlamaqui, A.A.R.S.', ' Da Silva Burlamaqui, A.A.R.S.', ' Burlamaqui, A.A.R.S.', ' Burlamaqui, A.A.R.S.']"
 57196320656,"[' Da Costa, V.F.', ' Da Costa, V.F.']"
 57196726171,"[' Lopes Martins, D.', ' Lopes Martins, D.']"
 57197356961,"[' Guerra, M.I.S.', ' Guerra, M.I.S.', ' Guerra, M.I.S.', ' Guerra, M.I.S.', ' Guerra, M.I.S.', ' Guerra, M.I.S.', ' Guerra, M.I.S.', ' Guerra, M.I.S.', ' Guerra, M.I.S.', ' Guerra, M.I.S.', ' Guerra, M.I.S.']"
 57197806227,"[' Maniçoba, G.G.C.', ' Maniçoba, G.G.C.', ' Maniçoba, G.G.C.', ' Maniçoba, G.G.C.', ' Maniçoba, G.G.C.']"
 57197813132,"[' Almeida, M.R.', ' Almeida, M.R.', ' Almeida, M.R.', ' Almeida, M.R.', ' Almeida, M.R.']"
 57198270479,"[' Filho, M.C.P.', ' Filho, M.C.P.', ' Filho, M.C.P.', ' Filho, M.C.P.', ' Filho, M.C.P.']"
 57198355339,"[' De Medeiros Brito Junior, A.', ' De Medeiros Brito Junior, A.']"
 57198392529,"[' Choudhury, S.', ' Choudhury, S.']"
 57199310824,"[' Garcia, A.R.G.', ' Garcia, A.R.G.', ' Garcia, A.R.G.']"
 57199792469,"[' Silva, J.M.V.B.S.', ' Silva, J.M.V.B.S.', ' Silva, J.M.V.B.S.', ' Silva, J.M.V.B.S.', ' Silva, J.M.V.B.S.', ' Silva, J.M.V.B.S.']"
 57200162144,"[' Battaglia, F.', ' Battaglia, F.']"
 57200411078,"[' Filho, J.M.F.', ' Filho, J.M.F.', ' Filho, J.M.F.', ' Filho, J.M.F.']"
 57200417054,"[' Medeiros, R.V.A.', ' Medeiros, R.V.A.', ' Medeiros, R.V.A.', ' Medeiros, R.V.A.']"
 57201014609,"[' Musa, A.', ' Musa, A.']"
 57201094693,"[' de C.\xa0Neto, J.M.']"
 57201277232,"[' Rocha, E.D.S.', ' Rocha, E.D.S.', ' Rocha, E.D.S.', ' Rocha, E.D.S.', ' Rocha, E.D.S.', ' Rocha, E.D.S.']"
 57201471020,"[' Das Chagas Barbosa De Sena, F.', ' Das Chagas Barbosa De Sena, F.']"
 57201613204,"[' Escudero, A.M.P.', ' Escudero, A.M.P.']"
 57202047395,"[' Noronha, D.H.', ' Noronha, D.H.', ' Noronha, D.H.', ' Noronha, D.H.', ' Noronha, D.H.', ' Noronha, D.H.']"
 57202160927,"[' Sudrich, S.', ' Sudrich, S.', ' Sudrich, S.', ' Sudrich, S.', ' Sudrich, S.', ' Sudrich, S.', ' Sudrich, S.', ' Sudrich, S.']"
 57202422528,"[' Vidal Aroca, R.', ' Vidal Aroca, R.']"
 57202424419,"[' Lima Sa, S.T.D.', ' Lima Sa, S.T.D.']"
 57202464093,"[' Maidana, R.G.', ' Maidana, R.G.', ' Maidana, R.G.', ' Maidana, R.G.', ' Maidana, R.G.', ' Maidana, R.G.']"
 57202493915,"[' De Alburquerque, G.G.L.A.', ' De Alburquerque, G.G.L.A.']"
 57202496125,"[' Silva, M.R.', ' Silva, M.R.', ' Silva, M.R.']"
 57202497625,"[' Xavier, R.S.', ' Xavier, R.S.']"
 57202500976,"[' Cunha Junior, F.H.', ' Cunha Junior, F.H.', ' Cunha Junior, F.H.', ' Cunha Junior, F.H.', ' Cunha Junior, F.H.', ' Cunha Junior, F.H.', ' Francisco, H.C.', ' Francisco, H.C.']"
 57202501288,"[' Souza, E.S.', ' Souza, E.S.', ' Souza, E.S.', ' Souza, E.S.', ' Souza, E.S.', ' Souza, E.S.', ' Souza, E.S.', ' Souza, E.S.']"
 57202607438,"[' Nascimento, L.B.P.', ' Nascimento, L.B.P.', ' Nascimento, L.B.P.', ' Nascimento, L.B.P.', ' Nascimento, L.B.P.', ' Nascimento, L.B.P.', ' Nascimento, L.B.P.', ' Nascimento, L.B.P.', ' Nascimento, L.B.P.']"
 57202609106,"[' Pereira, D.S.', ' Pereira, D.S.', ' Pereira, D.S.', ' Pereira, D.S.', ' Pereira, D.S.', ' Pereira, D.S.']"
 57202611266,"[' Fernandes, D.H.S.', ' Fernandes, D.H.S.', ' Fernandes, D.H.S.']"
 57202810878,"[' Gil, P.', ' Gil, P.']"
 57202969056,"[' Carvalho, D.F.', ' Carvalho, D.F.', ' Carvalho, D.F.', ' Carvalho, D.F.', ' Carvalho, D.F.', ' Carvalho, D.F.', ' Carvalho, D.F.', ' Carvalho, D.F.', ' Carvalho, D.F.', ' Carvalho, D.F.']"
 57203001462,"[' Frey, P.', ' Frey, P.', ' Frey, P.', ' Frey, P.', ' Frey, P.', ' Frey, P.', ' Frey, P.', ' Frey, P.']"
 57203003614,"[' França, R.L.S.', ' França, R.L.S.']"
 57203004803,"[' Knapp, T.', ' Knapp, T.', ' Knapp, T.', ' Knapp, T.', ' Knapp, T.', ' Knapp, T.', ' Knapp, T.', ' Knapp, T.']"
 57203006299,"[' Etter, M.', ' Etter, M.', ' Etter, M.', ' Etter, M.', ' Etter, M.', ' Etter, M.', ' Etter, M.', ' Etter, M.']"
 57203009766,"[' Ziehr, D.', ' Ziehr, D.', ' Ziehr, D.', ' Ziehr, D.', ' Ziehr, D.', ' Ziehr, D.', ' Ziehr, D.', ' Ziehr, D.']"
 57203011795,"[' Abt, S.', ' Abt, S.', ' Abt, S.', ' Abt, S.', ' Abt, S.', ' Abt, S.', ' Abt, S.', ' Abt, S.']"
 57203094797,"[' Monti, A.', ' Monti, A.', ' Monti, A.', ' Monti, A.', ' Monti, A.', ' Monti, A.']"
 57203129495,"[' Leite, A.C.Q.B.', ' Leite, A.C.Q.B.', ' Leite, A.C.Q.B.']"
 57203136140,"[' Da Costa, A.H.X.', ' Da Costa, A.H.X.', ' Da Costa, A.H.X.']"
 57203183985,"[' Lima, A.D.L.', ' Lima, A.D.L.', ' Lima, A.D.L.']"
 57203387044,"[' Leal, M.M.', ' Leal, M.M.']"
 57203390917,"[' Loureiro Sousa Campos, J.T.', ' Loureiro Sousa Campos, J.T.']"
 57203391770,"[' De Almeida Neto, D.L.', ' De Almeida Neto, D.L.', ' De Almeida Neto, D.L.']"
 57203395728,"[' Dantas, A.F.O.A.', ' Dantas, A.F.O.A.', ' Dantas, A.F.O.A.', ' Dantas, A.F.O.A.', ' Dantas, A.F.O.D.A.', ' Dantas, A.F.O.D.A.', ' Dantas, A.F.O.D.A.', ' Dantas, A.F.O.A.', ' Dantas, A.F.O.A.', ' Dantas, A.F.O.A.', ' Dantas, A.F.O.A.', ' Dantas, A.F.O.A.']"
 57203642309,"[' Oliveira, G.M.B.', ' Oliveira, G.M.B.', ' Oliveira, G.M.B.', ' Oliveira, G.M.B.', ' Oliveira, G.M.B.']"
 57203942338,"[' Ortiz, L.E.', ' Ortiz, L.E.', ' Ortiz, L.E.', ' Ortiz, L.E.', ' Ortiz, L.E.']"
 57203942641,"[' Cabrera, E.V.', ' Cabrera, E.V.']"
 57204021700,"[' Vieira, E.', ' Vieira, E.', ' Vieira, E.', ' Vieira, E.', ' Vieira, E.', ' Vieira, E.', ' Vieira, E.', ' Vieira, E.', ' Vieira, E.', ' Vieira, E.', ' Vieira, E.']"
 57204042904,"[' Boas, J.V.', ' Boas, J.V.', ' Boas, J.V.']"
 57204049744,"[' Alvarez, J.', ' Alvarez, J.', ' Alvarez, J.']"
 57204960993,"[' Magri Souza, V.P.R.']"
 57205055291,"[' Silva, C.A.D.']"
 57205118256,"[' Viegas, C.M.D.', ' Viegas, C.M.D.', ' Viegas, C.M.D.', ' Viegas, C.M.D.', ' Viegas, C.M.D.', ' Viegas, C.M.D.']"
 57205347855,"[' de Santana, P.M.', ' de Santana, P.M.', ' de Santana, P.M.', ' de Santana, P.M.', ' de Santana, P.M.']"
 57205746473,"[' Jurak, D.A.', ' Jurak, D.A.', ' Jurak, D.A.', ' Jurak, D.A.', ' Jurak, D.A.', ' Jurak, D.A.']"
 57205881924,"[' Lima, B.', ' Lima, B.', ' Lima, B.', ' Lima, B.', ' Lima, B.', ' Lima, B.']"
 57205882639,"[' Lopes, K.', ' Lopes, K.', ' Lopes, K.', ' Lopes, K.', ' Lopes, K.', ' Lopes, K.']"
 57206669777,"[' Monteiro, K.H.C.', ' Monteiro, K.H.C.', ' Monteiro, K.H.C.', ' Monteiro, K.H.C.', ' Monteiro, K.H.C.', ' Monteiro, K.H.C.']"
 57206889767,"[' Villarim, A.W.R.', ' Villarim, A.W.R.']"
 57207807053,"[' Silva, M.', ' Silva, M.', ' Silva, M.', ' Silva, M.', ' Silva, M.', ' Silva, M.', ' Silva, M.', ' Silva, M.', ' Silva, M.', ' Silva, M.', ' Silva, M.', ' Silva, M.', ' Silva, M.', ' Silva, M.', ' Silva, M.', ' Silva, M.', ' Silva, M.', ' Silva, M.', ' Silva, M.', ' Silva, M.']"
 57207943791,"[' Lange, J.', ' Lange, J.', ' Lange, J.', ' Lange, J.', ' Lange, J.', ' Lange, J.', ' Lange, J.', ' Lange, J.']"
 57208260908,"[' Coutinho, M.G.F.', ' Coutinho, M.G.F.', ' Coutinho, M.G.F.', ' Coutinho, M.G.F.', ' Coutinho, M.G.F.']"
 57208330857,"[' Barbalho, I.', ' Barbalho, I.']"
 57208369251,"[' Barreto, E.J.S.S.', ' Barreto, E.J.S.S.', ' Barreto, E.J.S.S.', ' Barreto, E.J.S.S.']"
 57208820417,"[' Alves, G.']"
 57208820547,"[' Marques, D.', ' Marques, D.', ' Marques, D.', ' Marques, D.', ' Marques, D.', ' Marques, D.']"
 57208902469,"[' D’assunção, A.G.', ' D’assunção, A.G.', ' D’assunção, A.G.', ' D’assunção, A.G.', ' D’assunção, A.G.', ' D’assunção, A.G.', "" D'Assunção, A.G."", ' D’Assunção, A.G.', ' D’Assunção, A.G.', ' D’Assunção, A.G.', ' D’Assunção, A.G.', ' D’Assunção, A.G.', ' D’Assunção, A.G.', "" D'Assunção, A.G."", "" D'Assunção, A.G."", "" D'Assunção, A.G."", "" D'Assunção, A.G."", "" D'Assunção, A.G.""]"
 57209292023,"[' Medeiros, A.', ' Medeiros, A.', ' Medeiros, A.', ' Medeiros, A.', ' Medeiros, A.', ' Medeiros, A.']"
 57209599778,"[' Silva, J.C.L.', ' Silva, J.C.L.', ' Silva, J.C.L.']"
 57209681605,"[' da Silva Briggs, L.']"
 57209848920,"[' Pena, L.', ' Pena, L.', ' Pena, L.', ' Pena, L.', ' Pena, L.', ' Pena, L.', ' Pena, L.', ' Pena, L.', ' Pena, L.', ' Pena, L.', ' Pena, L.']"
 57209853032,"[' Dória, M.', ' Dória, M.', ' Dória, M.', ' Dória, M.', ' Dória, M.']"
 57209855400,"[' Pena, D.', ' Pena, D.', ' Pena, D.', ' Pena, D.', ' Pena, D.', ' Pena, D.']"
 57209860361,"[' Lima, C.', ' Lima, C.', ' Lima, C.', ' Lima, C.', ' Lima, C.']"
 57209945034,"[' Castro, A.', ' Castro, A.', ' Castro, A.', ' Castro, A.', ' Castro, A.', ' Castro, A.']"
 57210151112,"[' Lopes, F.F.', ' Lopes, F.F.', ' Lopes, F.F.', ' Lopes, F.F.', ' Lopes, F.F.', ' Lopes, F.F.']"
 57210356686,"[' de Azevedo Dantas, A.F.O.', ' de Azevedo Dantas, A.F.O.', ' de Azevedo Dantas, A.F.O.', ' de Azevedo Dantas, A.F.O.']"
 57210358887,"[' de Castro Rego, E.J.', ' de Castro Rego, E.J.', ' de Castro Rego, E.J.', ' de Castro Rego, E.J.']"
 57210360183,"[' da Silva Dantas, A.D.O.', ' da Silva Dantas, A.D.O.', ' da Silva Dantas, A.D.O.', ' da Silva Dantas, A.D.O.']"
 57210845881,"[' Batista, Y.M.V.']"
 57211094658,"[' Goncalves da Silva Junior, A.', ' Goncalves da Silva Junior, A.']"
 57211552948,"[' Villarim, M.R.', ' Villarim, M.R.']"
 57211641026,"[' Leite, D.L.', ' Leite, D.L.', ' Leite, D.L.', ' Leite, D.L.', ' Leite, D.L.', ' Leite, D.L.']"
 57211646270,"[' Morais, M.R.', ' Morais, M.R.', ' Morais, M.R.', ' Morais, M.R.', ' Morais, M.R.', ' Morais, M.R.']"
 57212600664,"[' Campos, J.T.L.S.', ' Campos, J.T.L.S.', ' Campos, J.T.L.S.', ' Campos, J.T.L.S.']"
 57213002364,"[' Pinto, E.N.M.G.', ' Pinto, E.N.M.G.', ' Pinto, E.N.M.G.', ' Pinto, E.N.M.G.', ' Pinto, E.N.M.G.', ' Pinto, E.N.M.G.', ' Pinto, E.N.M.G.', ' Pinto, E.N.M.G.', ' Pinto, E.N.M.G.', ' Pinto, E.N.M.G.', ' Pinto, E.N.M.G.', ' Pinto, E.N.M.G.']"
 57213240066,"[' Dias, A.', ' Dias, A.', ' Dias, A.', ' Dias, A.', ' Dias, A.', ' Dias, A.', ' Dias, A.']"
 57213490184,"[' Cavalcante, G.A.']"
 57214224477,"[' Santos, V.G.', ' Santos, V.G.', ' Santos, V.G.']"
 57215297586,"[' Dantas, E.S.', ' Dantas, E.S.', ' Dantas, E.S.']"
 57215420722,"[' Araujo, J.', ' Araujo, J.', ' Araujo, J.', ' Araujo, J.']"
 57216156011,"[' Silveira, F.A.F.', ' Silveira, F.A.F.']"
 57216244660,"[' Lima, L.', ' Lima, L.', ' Lima, L.', ' Lima, L.', ' Lima, L.', ' Lima, L.']"
 57216259132,"[' De Morais, M.R.', ' De Morais, M.R.', ' De Morais, M.R.']"
 57216405534,"[' Moura, J.C.C.', ' Moura, J.C.C.', ' Moura, J.C.C.', ' Moura, J.C.C.']"
 57216405540,"[' Freire, C.R.', ' Freire, C.R.', ' Freire, C.R.', ' Freire, C.R.']"
 57216405721,"[' Barros, D.', ' Barros, D.']"
 57216506354,"[' Neto, S.F.G.', ' Neto, S.F.G.', ' Neto, S.F.G.', ' Neto, S.F.G.', ' Neto, S.F.G.']"
 57216799508,"[' Gomes, R.B.']"
 57217064749,"[' Morais, D.S.', ' Morais, D.S.', ' Morais, D.S.', ' Morais, D.S.', ' Morais, D.S.', ' Morais, D.S.']"
 57218100399,"[' Garcia, G.S.', ' Garcia, G.S.', ' Garcia, G.S.', ' Garcia, G.S.', ' Garcia, G.S.']"
 57218213320,"[' Oliveira, V.S.', ' Oliveira, V.S.']"
 57218879332,"[' Castro, T.B.', ' Castro, T.B.', ' Castro, T.B.']"
 57218882245,"[' Souza, G.F.', ' Souza, G.F.', ' Souza, G.F.']"
 57219800200,"[' Junior, J.G.D.', ' Junior, J.G.D.', ' Junior, J.G.D.', ' Junior, J.G.D.', ' Junior, J.G.D.', ' Junior, J.G.D.']"
 57220059007,"[' da Silva, M.W.B.']"
 57221681923,"[' Costa, H.J.D.', ' Costa, H.J.D.']"
 57221683731,"[' Aires, M.N.O.', ' Aires, M.N.O.']"
 57222558167,"[' Nery, D.', ' Nery, D.', ' Nery, D.', ' Nery, D.', ' Nery, D.']"
 57222580164,"[' Lins, H.C.', ' Lins, H.C.', ' Lins, H.C.', ' Lins, H.C.', ' Lins, H.W.C.']"
 57225443488,"[' Andrade, P.', ' Andrade, P.', ' Andrade, P.', ' Andrade, P.', ' Andrade, P.', ' Andrade, P.']"
 57225676790,"[' Cunha, M.E.', ' Cunha, M.E.']"
 57225688012,"[' Ferraro, P.', ' Ferraro, P.', ' Ferraro, P.', ' Ferraro, P.', ' Ferraro, P.', ' Ferraro, P.']"
 57225807895,"[' Basso, G.F.', ' Basso, G.F.', ' Basso, G.F.']"
 57225944507,"[' Oliveira, J.']"
 57226350378,"[' Lima, B.M.M.', ' Lima, B.M.M.', ' Lima, B.M.M.']"
 57226558248,"[' de A. Dantas, A.F.O.', ' de A. Dantas, A.F.O.']"
 57492933800,"[' Simes, A.S.', ' Simes, A.S.', ' Simes, A.S.']"
 57524231900,"[' Damasceno, A.', ' Damasceno, A.', ' Damasceno, A.']"
 6506039838,"[' Souani, C.', ' Souani, C.', ' Souani, C.', ' Souani, C.', ' Souani, C.']"
 6506394388,"[' Bessa, W.M.', ' Bessa, W.M.', ' Bessa, W.M.', ' Bessa, W.M.', ' Bessa, W.M.', ' Bessa, W.M.', ' Bessa, W.M.', ' Bessa, W.M.', ' Bessa, W.M.', ' Bessa, W.M.']"
 6506527036,"[' Depari, A.', ' Depari, A.', ' Depari, A.']"
 6506703324,"[' Capovilla, C.E.']"
 6507556555,"[' Di Tanna, G.', ' Di Tanna, G.']"
 6602150654,"[' Baiocchi, O.R.', ' Baiocchi, O.R.']"
 6602549353,"[' Maitelli, A.L.', ' Maitelli, A.L.', ' Maitelli, A.L.', ' Maitelli, A.L.', ' Maitelli, A.L.', ' Maitelli, A.L.', ' Maitelli, A.L.', ' Maitelli, A.L.', ' Maitelli, A.L.', ' Maitelli, A.L.', ' Maitelli, A.L.', ' Maitelli, A.', ' Maitelli, A.', ' Maitelli, A.', ' Maitelli, A.', ' Maitelli, A.', ' Maitelli, A.', ' Laurindo Maitelli, A.', ' Laurindo Maitelli, A.', ' Maitelli, A.L.', ' Maitelli, A.L.', ' Maitelli, A.L.', ' Maitelli, A.L.', ' Maitelli, A.L.', ' Maitelli, A.L.']"
 6602674444,"[' Catunda, S.Y.', ' Catunda, S.Y.', ' Catunda, S.Y.', ' Catunda, S.Y.', ' Catunda, S.Y.C.', ' Catunda, S.Y.C.', ' Catunda, S.Y.C.', ' Catunda, S.Y.C.', ' Catunda, S.Y.C.']"
 6602790210,"[' Bretas, A.S.', ' Bretas, A.S.']"
 6602815648,"[' Valderrama, C.', ' Valderrama, C.', ' Valderrama, C.', ' Valderrama, C.', ' Valderrama, C.']"
 6603070716,"[' Beigl, M.', ' Beigl, M.', ' Beigl, M.', ' Beigl, M.', ' Beigl, M.', ' Beigl, M.', ' Beigl, M.', ' Beigl, M.']"
 6603140967,"[' Seifried, R.', ' Seifried, R.', ' Seifried, R.', ' Seifried, R.', ' Seifried, R.']"
 6603585835,"[' Artíñano, B.', ' Artíñano, B.']"
 6603603627,"[' De Medeiros, M.F.', ' De Medeiros, M.F.', ' De Medeiros, M.F.', ' De Medeiros, M.F.', ' De Medeiros, M.F.', ' De Medeiros, M.F.', ' De Medeiros, M.F.', ' Medeiros, M.F.', ' Medeiros, M.F.', ' Medeiros, M.F.', ' Medeiros, M.F.', ' Medeiros, M.F.', ' Medeiros, M.F.']"
 6603627735,"[' Alsina, P.J.', ' Alsina, P.J.', ' Alsina, P.J.', ' Alsina, P.J.', ' Alsina, P.J.', ' Alsina, P.J.', ' Alsina, P.J.', ' Alsina, P.J.', ' Alsina, P.J.', ' Alsina, P.J.', ' Alsina, P.J.', ' Alsina, P.J.', ' Alsina, P.J.', ' Alsina, P.J.', ' Alsina, P.J.', ' Alsina, P.J.', ' Alsina, P.J.', ' Alsina, P.J.', ' Alsina, P.J.', ' Alsina, P.J.', ' Alsina, P.J.', ' Alsina, P.J.', ' Alsina, P.J.']"
 6603647208,"[' Gomes Neto, A.', ' Gomes Neto, A.', ' Gomes Neto, A.', ' Gomes Neto, A.', ' Neto, A.G.', ' Neto, A.G.', ' Neto, A.G.', ' Neto, A.G.', ' Neto, A.G.']"
 6603844872,"[' de Sousa, V.A.', ' de Sousa, V.A.', ' de Sousa, V.A.', ' de Sousa, V.A.', ' de Sousa, V.A.', ' de Sousa, V.A.', ' de Sousa, V.A.', ' De Sousa, V.A.', ' De Sousa, V.A.', ' De Sousa, V.A.', ' De Sousa, V.A.', ' Sousa, V.', ' Sousa, V.', ' Sousa, V.', ' Sousa, V.', ' Sousa, V.', ' de Sousa, V.A.', ' de Sousa, V.A.', ' de Sousa, V.A.', ' de Sousa, V.A.', ' de Sousa, V.A.', ' de Sousa, V.A.', ' de Sousa, V.A.', ' de Sousa, V.A.', ' de Sousa, V.A.', ' de Sousa, V.A.', ' de Sousa, V.A.', ' De Sousa, V.A.', ' De Sousa, V.A.', ' De Sousa, V.A.', ' De Sousa, V.A.', ' De Sousa, V.A.', ' de Sousa, V.A.', ' de Sousa, V.A.']"
 6701511111,"[' Dinis, R.']"
 6701515542,"[' De Mendonça, L.M.', ' Mendonça, L.M.']"
 6701545353,"[' De Gennaro, G.', ' De Gennaro, G.']"
 6701730449,"[' Peixeiro, C.', ' Peixeiro, C.', ' Peixeiro, C.', ' Peixeiro, C.', ' Peixeiro, C.', ' Peixeiro, C.', ' Peixeiro, C.', ' Peixeiro, C.', ' Peixeiro, C.']"
