Scopus Author Ids,Authors
 7003690831,"[' Angelov, P.P.', ' Angelov, P.P.', ' Angelov, P.P.', ' Angelov, P.P.', ' Angelov, P.P.', ' Angelov, P.P.', ' Angelov, P.P.', ' Angelov, P.P.', ' Angelov, P.P.', ' Angelov, P.P.', ' Angelov, P.P.', ' Angelov, P.P.', ' Angelov, P.P.', ' Angelov, P.P.']"
 7003731569,"[' Flammini, A.', ' Flammini, A.']"
 7003831693,"[' Monroy, I.T.']"
 7003867939,"[' Desarbo, W.S.', ' Desarbo, W.S.', ' Desarbo, W.S.']"
 7004083401,"[' Pinheiro, R.', ' Pinheiro, R.', ' Pinheiro, R.', ' Pinheiro, R.', ' Pinheiro, R.', ' Pinheiro, R.']"
 7004096252,"[' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dorea, C.E.T.', ' Dorea, C.E.T.', ' Dorea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dorea, C.E.T.', ' Dorea, C.E.T.', ' Dorea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.', ' Dórea, C.E.T.']"
 7004474343,"["" D'Assunção, A.G."", "" D'Assunção, A.G."", "" D'Assunção, A.G."", "" D'Assunção, A.G."", "" D'Assunção, A.G."", "" D'Assunção, A.G."", "" D'Assuncao, A.G."", "" D'Assuncao, A.G."", "" D'Assuncao, A.G."", ' Dassuncao, A.G.', ' Dassuncao, A.G.', ' Dassuncao, A.G.', "" D'Assunção, A.G."", "" D'Assunção, A.G."", "" D'Assunção, A.G."", "" D'Assunção, A.G."", "" D'Assuncao, A.G."", "" D'Assuncao, A.G."", "" D'Assuncao, A.G."", "" D'Assuncao, A.G."", "" D'Assunção, A.G.""]"
 7004578962,"[' Ben Khalifa, K.', ' Ben Khalifa, K.']"
 7004906590,"[' Barone, D.A.C.', ' Barone, D.A.C.', ' Barone, D.A.C.', ' Barone, D.A.C.']"
 7005071866,"[' Kreuzer, E.', ' Kreuzer, E.', ' Kreuzer, E.', ' Kreuzer, E.', ' Kreuzer, E.', ' Kreuzer, E.', ' Kreuzer, E.', ' Kreuzer, E.', ' Kreuzer, E.', ' Kreuzer, E.', ' Kreuzer, E.', ' Kreuzer, E.', ' Kreuzer, E.']"
 7005447974,"[' Medeiros, A.A.D.', ' Medeiros, A.A.D.', ' Medeiros, A.A.D.', ' Medeiros, A.A.D.', ' Medeiros, A.A.D.', ' Medeiros, A.A.D.', ' Medeiros, A.A.D.', ' Medeiros, A.A.D.']"
 7005511583,"[' Miani, A.', ' Miani, A.', ' Miani, A.', ' Miani, A.', ' Miani, A.']"
 7005800340,"[' Casella, I.R.S.']"
 7006200628,"[' da Silva, N.F.', ' da Silva, N.F.', ' da Silva, N.F.', ' da Silva, N.F.', ' da Silva, N.F.']"
 7007171277,"[' Baudrand, H.', ' Baudrand, H.', ' Baudrand, H.']"
 7101872308,"[' Dias, M.A.G.', ' Dias, M.A.G.']"
 7102252875,"[' Dutta, R.', ' Dutta, R.', ' Dutta, R.']"
 7102288193,"[' Dagenais, M.R.', ' Dagenais, M.R.']"
 7102422753,"[' Salazar, A.', ' Salazar, A.', ' Salazar, A.O.', ' Salazar, A.O.', ' Salazar, A.O.', ' Salazar, A.O.', ' Salazar, A.O.', ' Salazar, A.O.', ' Salazar, A.O.', ' Salazar, A.O.', ' Salazar, A.O.', ' Salazar, A.O.', ' Salazar, A.O.', ' Salazar, A.O.', ' Salazar, A.O.', ' Salazar, A.O.', ' Salazar, A.O.', ' Salazar, A.O.', ' Salazar, A.O.', ' Salazar, A.O.', ' Salazar, A.O.', ' Salazar, A.O.']"
 7102618949,"[' Neto, A.D.D.', ' Neto, A.D.D.', ' Neto, A.D.D.', ' Neto, A.D.D.', ' Dória Neto, A.D.', ' Dória Neto, A.D.', ' Duarte Doria Neto, A.', ' Duarte Doria Neto, A.', ' Neto, A.D.D.', ' Neto, A.D.D.', ' Neto, A.D.D.', ' Neto, A.D.D.', ' Neto, A.D.D.', ' Neto, A.D.D.', ' Neto, A.D.D.']"
 7202452422,"[' de Oliveira, J.B.L.', ' de Oliveira, J.B.L.', ' de Oliveira, J.B.L.', ' de Oliveira, J.B.L.', ' Oliveira, J.B.L.']"
 7202534599,"[' Ribeiro, R.L.A.', ' Ribeiro, R.L.A.', ' Ribeiro, R.L.D.A.', ' Ribeiro, R.L.D.A.', ' Ribeiro, R.L.A.', ' Ribeiro, R.L.A.', ' Ribeiro, R.L.A.', ' Ribeiro, R.L.A.', ' Ribeiro, R.L.A.', ' Ribeiro, R.L.D.A.', ' Ribeiro, R.L.D.A.', ' Ribeiro, R.L.A.', ' Ribeiro, R.L.A.', ' Ribeiro, R.L.A.']"
 7202738653,"[' Carvalho, J.B.P.', ' Carvalho, J.B.P.', ' Carvalho, J.B.P.', ' Carvalho, J.B.P.', ' Carvalho, J.B.P.', ' Carvalho, J.B.P.']"
 7202947679,"[' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.', ' Fernandes, M.A.C.']"
 7403252405,"[' Ferreira, J.C.', ' Ferreira, J.C.', ' Ferreira, J.C.', ' Ferreira, J.C.', ' Ferreira, J.C.', ' Ferreira, J.C.', ' Ferreira, J.C.', ' Ferreira, J.C.']"
 7801645972,"[' Xavier-De-Souza, S.', ' Xavier-De-Souza, S.', ' Xavier-De-Souza, S.', ' Xavier-de-Souza, S.', ' Xavier-de-Souza, S.', ' Xavier-de-Souza, S.', ' Xavier-de-Souza, S.', ' Xavier-de-Souza, S.', ' Xavier-De-Souza, S.', ' Xavier-De-Souza, S.', ' Xavier-De-Souza, S.', ' Xavier-De-Souza, S.', ' Xavier-De-Souza, S.', ' Xavier-De-Souza, S.']"
 8284527400,"[' Chaves, F.S.', ' Chaves, F.S.']"
 8293027500,"[' Amory, A.M.', ' Amory, A.M.', ' Amory, A.M.', ' Amory, A.M.', ' Amory, A.M.', ' Amory, A.M.', ' Amory, A.', ' Amory, A.', ' Amory, A.', ' Amory, A.', ' Amory, A.', ' Amory, A.']"
 8541307300,"[' Taleb, A.C.', ' Taleb, A.C.', ' Taleb, A.C.', ' Taleb, A.C.']"
 8561556100,"[' Bedoui, M.H.', ' Bedoui, M.H.']"
 8776554000,"[' Patrocinio Da Silva, J.', ' Patrocinio Da Silva, J.', ' da Silva, J.P.', ' da Silva, J.P.', ' da Silva, J.P.', ' da Silva, J.P.', ' da Silva, J.P.']"
 8843298100,"[' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.', ' Gonçalves, L.M.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.', ' Gonçalves, L.M.', ' Gonçalves, L.M.', ' Gonçalves, L.M.', ' Gonçalves, L.M.', ' Gonçalves, L.M.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Goncalves, L.M.G.', ' Goncalves, L.M.G.', ' Goncalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Goncalves, L.M.G.', ' Goncalves, L.M.G.', ' Goncalves, L.M.G.', ' Gonsalves, L.M.G.', ' Gonsalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Garcia Goncalves, L.M.', ' Garcia Goncalves, L.M.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Goncalves, L.M.G.', ' Goncalves, L.M.G.', ' Goncalves, L.M.G.', ' Goncalves, L.M.G.', ' Goncalves, L.M.G.', ' Goncalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Goncalves, L.M.G.', ' Goncalves, L.M.G.', ' Goncalves, L.M.G.', ' Goncalves, L.M.G.', ' Goncalves, L.M.G.', ' Goncalves, L.M.G.', ' Garcia Gonçalves, L.M.', ' Garcia Gonçalves, L.M.', ' Garcia Gonçalves, L.M.', ' Garcia Gonçalves, L.M.', ' Garcia Gonçalves, L.M.', ' Garcia Gonçalves, L.M.', ' Goncalves, L.M.G.', ' Goncalves, L.M.G.', ' Goncalves, L.M.G.', ' Gonalves, L.M.G.', ' Gonalves, L.M.G.', ' Gonalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Goncalves, L.M.G.', ' Goncalves, L.M.G.', ' Goncalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Garcia Goncalves, L.M.', ' Garcia Goncalves, L.M.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.', ' Gonçalves, L.M.G.']"
 9744170000,"[' Silva, K.M.', ' Silva, K.M.', ' Silva, K.M.', ' Silva, K.M.', ' Silva, K.M.', ' Silva, K.M.', ' Silva, K.M.', ' Silva, K.M.']"
12759644500,"['Aloise, D.', 'Aloise, D.', 'Aloise, D.', 'Aloise, D.']"
15849699800,"['Souza, A.', 'Souza, A.', 'Souza, A.', 'Souza, A.']"
18038159700,"['Nascimento, T.P.', 'Nascimento, T.P.', 'Nascimento, T.P.', 'Nascimento, T.P.', 'Nascimento, T.P.', 'Nascimento, T.P.', 'Nascimento, T.P.', 'Do Nascimento, T.P.', 'Do Nascimento, T.P.', 'Do Nascimento, T.P.']"
22333585200,"['Costa, F.B.', 'Costa, F.B.', 'Costa, F.B.', 'Costa, F.B.', 'Costa, F.B.', 'Costa, F.B.']"
23991424200,"['Rodrigues, E.J.B.']"
24280915800,"['Blanchard, S.J.', 'Blanchard, S.J.', 'Blanchard, S.J.']"
24478818300,"['Memmolo, P.', 'Memmolo, P.', 'Memmolo, P.', 'Memmolo, P.', 'Memmolo, P.', 'Memmolo, P.']"
24490519000,"['Aroca, R.V.', 'Aroca, R.V.', 'Aroca, R.V.']"
24722389500,"['Silva, D.R.C.', 'Silva, D.R.C.', 'Silva, D.R.C.', 'Silva, D.R.C.', 'Silva, D.R.C.']"
24777116800,"['Sisinni, E.', 'Sisinni, E.']"
25122100700,"['Costa, B.S.J.', 'Costa, B.S.J.', 'Costa, B.S.J.']"
25825321500,"['Lynn, T.', 'Lynn, T.', 'Lynn, T.', 'Lynn, T.']"
26667560800,"['Barros, R.P.', 'Barros, R.P.']"
35105651100,"['Paravisi, M.', 'Paravisi, M.', 'Paravisi, M.', 'Paravisi, M.', 'Paravisi, M.', 'Paravisi, M.']"
35519411300,"['Costa, D.G.', 'Costa, D.G.', 'Costa, D.G.']"
35772365700,"['Firmino, M.', 'Firmino, M.', 'Firmino, M.', 'Firmino, M.']"
36175720000,"['Jorge, V.A.M.', 'Jorge, V.A.M.', 'Jorge, V.A.M.', 'Jorge, V.A.M.', 'Jorge, V.A.M.', 'Jorge, V.A.M.']"
36808912600,"['Araújo, J.M.', 'Araújo, J.M.', 'Araújo, J.M.', 'Araújo, J.M.', 'Araújo, J.M.', 'Araújo, J.M.', 'Araújo, J.M.', 'Araújo, J.M.', 'Araújo, J.M.', 'Araújo, J.M.', 'Araújo, J.M.', 'Araújo, J.M.']"
36959429300,"['Blaiech, A.G.', 'Blaiech, A.G.']"
41262081900,"['Padilha, C.A.D.A.', 'Padilha, C.A.D.A.', 'Padilha, C.A.D.A.', 'Padilha, C.A.D.A.']"
55191031900,"['Albuquerque, G.L.A.', 'Albuquerque, G.L.A.', 'Albuquerque, G.L.A.']"
55312645300,"['Ribeiro-Dantas, M.D.C.']"
55314704100,"['Bezerra, C.G.', 'Bezerra, C.G.', 'Bezerra, C.G.', 'Bezerra, C.G.', 'Bezerra, C.G.', 'Bezerra, C.G.', 'Bezerra, C.G.', 'Bezerra, C.G.', 'Bezerra, C.G.', 'Bezerra, C.G.', 'Bezerra, C.G.']"
55538204200,"['Da Silva, B.M.F.', 'Da Silva, B.M.F.']"
55569752100,"['Carvalho Neto, J.T.', 'Carvalho Neto, J.T.', 'de Carvalho Neto, J.T.', 'De Carvalho Neto, J.T.', 'De Carvalho Neto, J.T.', 'De Carvalho Neto, J.T.']"
55700698000,"['Lopes, F.V.', 'Lopes, F.V.']"
55762821500,"['Abinader, F.M.', 'Abinader, F.M.']"
55762921400,"['Bezerra, N.S.', 'Bezerra, N.S.', 'Bezerra, N.S.', 'Bezerra, N.S.', 'Bezerra, N.S.', 'Bezerra, N.S.', 'Bezerra, N.S.', 'Bezerra, N.S.', 'Bezerra, N.S.', 'Bezerra, N.S.']"
55763633400,"['Fontes, A.I.R.', 'Fontes, A.I.R.', 'Fontes, A.I.R.']"
55826307000,"['Souza, F.C.']"
55908415500,"['Neto, V.P.S.', 'Neto, V.P.S.', 'Neto, V.P.S.', 'Silva Neto, V.P.']"
55926126500,"['Minervino, D.R.', 'Minervino, D.R.', 'Minervino, D.R.', 'Minervino, D.R.']"
56022590800,"['Filho, S.E.A.', 'Filho, S.E.A.', 'Filho, S.E.A.', 'Alves Filho, S.E.', 'Alves Filho, S.E.']"
56022652300,"['Dantas, A.D.O.D.S.', 'Dantas, A.D.O.D.S.', 'Dantas, A.D.O.D.S.', 'Dantas, A.D.O.S.', 'Dantas, A.D.O.S.', 'Dantas, A.D.O.S.', 'Dantas, A.D.O.S.', 'Dantas, A.D.O.S.']"
56022953900,"['Cruz, A.S.', 'Cruz, A.S.', 'Cruz, A.S.', 'Cruz, A.S.']"
56031625500,"['Santi, É.', 'Santi, É.', 'Santi, É.', 'Santi, É.']"
56132137800,"['Taveiros, F.E.V.', 'Taveiros, F.E.V.']"
56258397000,"['De Sousa, T.F.B.']"
56271862700,"['Gloger, M.', 'Gloger, M.', 'Gloger, M.', 'Gloger, M.']"
56364842100,"['Pasetti, M.', 'Pasetti, M.', 'Pasetti, M.', 'Pasetti, M.', 'Pasetti, M.', 'Pasetti, M.']"
56414005500,"['Pinto, J.E.M.G.', 'Pinto, J.E.M.G.', 'Pinto, J.E.M.G.', 'Pinto, J.E.M.G.']"
56428717400,"['Cavalcante, L.C.P.']"
56496203000,"['Costa, L.F.', 'Costa, L.F.', 'Costa, L.F.', 'Costa, L.F.']"
56521226700,"['Melo, N.B.', 'Melo, N.B.', 'Melo, N.B.', 'Melo, N.B.']"
56573569700,"['da Silva, I.B.T.', 'da Silva, I.B.T.', 'da Silva, I.B.T.', 'da Silva, I.B.T.']"
56597608500,"['Alves, D.K.', 'Alves, D.K.', 'Alves, D.K.', 'Alves, D.K.', 'Alves, D.K.', 'Alves, D.K.']"
56597645600,"['Paiva, S.C.', 'Paiva, S.C.']"
56649607000,"['Barbosa, R.D.M.']"
56682494000,"['Fernandes, J.F.', 'Fernandes, J.F.']"
56682611600,"['Medeiros, R.P.', 'Medeiros, R.P.', 'Medeiros, R.P.', 'Medeiros, R.P.', 'Medeiros, R.P.', 'Medeiros, R.P.']"
56734196500,"['Junior, J.C.V.S.', 'Junior, J.C.V.S.', 'Junior, J.C.V.S.', 'Junior, J.C.V.S.', 'Junior, J.C.V.S.', 'Junior, J.C.V.S.']"
56785091400,"['Fernandes, J.D.', 'Fernandes, J.D.', 'Fernandes, J.D.', 'Fernandes, J.D.', 'Fernandes, J.D.']"
56804318900,"['De Oliveira, A.V.F.M.', 'De Oliveira, A.V.F.M.', 'De Oliveira, A.V.F.M.', 'De Oliveira, A.V.F.M.']"
57148262600,"['Montalvão, E.S.R.', 'Montalvão, E.S.R.', 'Montalvão, E.S.R.', 'Montalvão, E.S.R.']"
57150810600,"['Georgiou, K.', 'Georgiou, K.', 'Georgiou, K.', 'Georgiou, K.']"
57188968420,"['Souto, L.A.V.', 'Souto, L.A.V.', 'Souto, L.A.V.', 'Souto, L.A.V.', 'Souto, L.A.V.', 'Souto, L.A.V.']"
57188978012,"['Silva Júnior, P.F.', 'Silva Júnior, P.F.', 'Silva Júnior, P.F.', 'Silva Júnior, P.F.']"
57189056311,"['Wanderley, B.M.S.', 'Wanderley, B.M.S.', 'Wanderley, B.M.S.', 'Wanderley, B.M.S.', 'Wanderley, B.M.S.']"
57189226611,"['Chaves, E.R.Q.', 'Chaves, E.R.Q.', 'Chaves, E.R.Q.', 'Chaves, E.R.Q.', 'Chaves, E.R.Q.', 'Chaves, E.R.Q.']"
57189376958,"['Borges, J.', 'Borges, J.', 'Borges, J.', 'Borges, J.', 'Borges, J.', 'Borges, J.', 'Borges, J.', 'Borges, J.']"
57189465559,"['Souza, E.A.M.']"
57189469212,"['Filgueira, J.D.B.', 'Filgueira, J.D.B.', 'Filgueira, J.D.B.', 'Filgueira, J.D.B.']"
57190003678,"['Arrais Junior, E.', 'Arrais Junior, E.']"
57190174425,"['Vieira, R.G.', 'Vieira, R.G.', 'Vieira, R.G.', 'Vieira, R.G.', 'Vieira, R.G.', 'Vieira, R.G.', 'Vieira, R.G.', 'Vieira, R.G.', 'Vieira, R.G.', 'Vieira, R.G.', 'Vieira, R.G.']"
57190426813,"['Guimaraes, J.P.F.', 'Guimaraes, J.P.F.', 'Guimaraes, J.P.F.', 'Guimarães, J.P.F.', 'Guimarães, J.P.F.', 'Guimarães, J.P.F.']"
57190606005,"['Santos, D.', 'Santos, D.', 'Santos, D.', 'dos Santos, D.H.', 'dos Santos, D.H.', 'dos Santos, D.H.']"
57190608444,"['da Silva Junior, A.G.', 'da Silva Junior, A.G.', 'da Silva Junior, A.G.', 'da Silva Junior, A.G.', 'da Silva Junior, A.G.', 'da Silva Junior, A.G.', 'Da Silva Junior, A.G.', 'Da Silva Junior, A.G.', 'Da Silva Junior, A.G.', 'Da Silva Junior, A.G.', 'Da Silva Junior, A.G.', 'Da Silva Junior, A.G.']"
57190952645,"['Galvão-Lima, L.J.', 'Galvão-Lima, L.J.', 'Galvão-Lima, L.J.', 'Galvão-Lima, L.J.']"
57191095950,"['Rojas, O.', 'Rojas, O.']"
57192064454,"['de Sena, F.C.B.']"
57192229235,"['Leite, E.J.S.', 'Leite, E.J.S.']"
57192236386,"['Campos, V.P.', 'Campos, V.P.', 'Campos, V.P.', 'Campos, V.P.']"
57192428732,"['Bertelli, G.', 'Bertelli, G.']"
57192693306,"['Costa, M.L.', 'Costa, M.L.']"
57192706526,"['De Fatima Do Nascimento Silva, F.', 'De Fatima Do Nascimento Silva, F.']"
57192920994,"['Signoretti, G.', 'Signoretti, G.', 'Signoretti, G.', 'Signoretti, G.', 'Signoretti, G.', 'Signoretti, G.', 'Signoretti, G.', 'Signoretti, G.', 'Signoretti, G.', 'Signoretti, G.', 'Signoretti, G.', 'Signoretti, G.', 'Signoretti, G.', 'Signoretti, G.', 'Signoretti, G.', 'Signoretti, G.', 'Signoretti, G.']"
57193057563,"['Silveira, Y.S.', 'Silveira, Y.S.', 'Silveira, Y.S.', 'Silveira, Y.S.']"
57193065380,"['Filho, J.G.B.F.', 'Filho, J.G.B.F.', 'Filho, J.G.B.F.', 'Filho, J.G.B.F.']"
57193753398,"['Oliveira, P.S.', 'Oliveira, P.S.', 'Oliveira, P.S.', 'Oliveira, P.S.']"
57194409298,"['Araujo, F.F.', 'Araujo, F.F.', 'Araujo, F.F.', 'Araujo, F.F.']"
57194552463,"['Džamić, D.', 'Džamić, D.']"
57194633011,"['Costa, L.R.', 'Costa, L.R.', 'Costa, L.R.', 'Costa, L.R.', 'Costa, L.R.', 'Costa, L.R.']"
57194700787,"['Santos, E.P.']"
57195277194,"['Ferrari, P.', 'Ferrari, P.', 'Ferrari, P.']"
57195314921,"['Torquato, M.F.', 'Torquato, M.F.']"
57195577525,"['Pereira, I.G.', 'Pereira, I.G.', 'Pereira, I.G.']"
57195960665,"['Santos, G.L.', 'Santos, G.L.', 'Santos, G.L.', 'Santos, G.L.', 'Santos, G.L.', 'Santos, G.L.']"
57196081200,"['Cavalcanti, B.J.']"
57196320676,"['Gentil De Araujo Filho, F.', 'Gentil De Araujo Filho, F.']"
57196321222,"['Soares, K.P.', 'Soares, K.P.']"
57197817200,"['Mariz, F.B.A.R.', 'Mariz, F.B.A.R.', 'Mariz, F.B.A.R.', 'Mariz, F.B.A.R.', 'Mariz, F.B.A.R.']"
57201013247,"['Sabug, L.', 'Sabug, L.']"
57201255828,"['Borges, R.E.P.', 'Borges, R.E.P.']"
57201472494,"['Medeiros Rocha, M.', 'Medeiros Rocha, M.']"
57201746181,"['Gonçalves-E-Silva, K.']"
57202047395,"['Noronha, D.H.', 'Noronha, D.H.', 'Noronha, D.H.', 'Noronha, D.H.']"
57202465438,"['Belabed, T.', 'Belabed, T.', 'Belabed, T.', 'Belabed, T.', 'Belabed, T.']"
57202496125,"['Silva, M.R.', 'Silva, M.R.', 'Silva, M.R.', 'Silva, M.R.', 'Silva, M.R.', 'Silva, M.R.', 'Silva, M.R.', 'Silva, M.R.']"
57202497625,"['Xavier, R.S.', 'Xavier, R.S.', 'Xavier, R.S.']"
57202609106,"['Pereira, D.S.', 'Pereira, D.S.', 'Pereira, D.S.']"
57203024393,"['Oliveira, F.F.', 'Oliveira, F.F.', 'Oliveira, F.F.', 'Oliveira, F.F.', 'Oliveira, F.F.', 'Oliveira, F.F.']"
57203054843,"['Marques da Silva, D.', 'Marques da Silva, D.']"
57203121220,"['Nunes, E.A.F.', 'Nunes, E.A.F.', 'Nunes, E.A.F.']"
57203183985,"['Lima, A.D.L.', 'Lima, A.D.L.', 'Lima, A.D.L.']"
57203333891,"['da Silva, P.C.L.', 'da Silva, P.C.L.', 'da Silva, P.C.L.']"
57203386190,"['Hulot, P.', 'Hulot, P.']"
57203387044,"['Leal, M.M.', 'Leal, M.M.']"
57203942338,"['Ortiz, L.E.', 'Ortiz, L.E.']"
57203942641,"['Cabrera, E.V.', 'Cabrera, E.V.', 'Cabrera, E.V.', 'Cabrera, E.V.', 'Cabrera, E.V.']"
57205055291,"['Silva, C.A.D.', 'Silva, C.A.D.', 'Silva, C.A.D.', 'Silva, C.A.D.', 'Silva, C.A.D.']"
57205114423,"['de Barros Filho, I.E.', 'de Barros Filho, I.E.', 'de Barros Filho, I.E.', 'de Barros Filho, I.E.', 'de Barros Filho, I.E.', 'de Barros Filho, I.E.']"
57205121703,"['Da Silva, L.M.D.', 'Da Silva, L.M.D.', 'Da Silva, L.M.D.']"
57205347855,"['de Santana, P.M.', 'Santana, P.M.D.', 'Santana, P.M.D.', 'Santana, P.M.D.', 'Santana, P.M.D.', 'Santana, P.M.D.']"
57205490997,"['Paiva, J.L.S.']"
57205543492,"['Nolasco, D.H.S.', 'Nolasco, D.H.S.', 'Nolasco, D.H.S.', 'Nolasco, D.H.S.']"
57205730101,"['Lima, G.S.', 'Lima, G.S.', 'Lima, G.S.', 'Lima, G.S.', 'Lima, G.S.', 'Lima, G.S.']"
57205887841,"['Andrade, A.', 'Andrade, A.', 'Andrade, A.', 'Andrade, A.', 'Andrade, A.', 'Andrade, A.']"
57207301320,"['Simões, L.D.', 'Simões, L.D.']"
57207807053,"['Silva, M.', 'Silva, M.', 'Silva, M.', 'Silva, M.', 'Silva, M.', 'Silva, M.', 'Silva, M.', 'Da Silva, M.B.D.', 'Da Silva, M.B.D.', 'Da Silva, M.B.D.', 'Da Silva, M.B.D.', 'Da Silva, M.B.D.']"
57208260908,"['Coutinho, M.G.F.', 'Coutinho, M.G.F.', 'Coutinho, M.G.F.']"
57208327846,"['Fernandes, F.', 'Fernandes, F.']"
57208817679,"['da Costa, J.A.', 'da Costa, J.A.', 'da Costa, J.A.', 'da Costa, J.A.', 'da Costa, J.A.']"
57208820417,"['Alves, G.', 'Alves, G.', 'Alves, G.', 'Alves, G.', 'Alves, G.', 'Alves, G.']"
57209105086,"['Araújo, Í.B.Q.', 'Araújo, Í.B.Q.', 'Araújo, Í.B.Q.', 'Araújo, Í.B.Q.']"
57209296947,"['Ramos, T.', 'Ramos, T.', 'Ramos, T.', 'Ramos, T.', 'Ramos, T.', 'Ramos, T.']"
57209687458,"['Fernandes, E.M.F.']"
57209738451,"['Bezerra, A.', 'Bezerra, A.', 'Bezerra, A.', 'Bezerra, A.', 'Bezerra, A.']"
